name,repo,total_sloc,rust_sloc,rust_share_pct,num_langs,top_langs,languages_json
boxxy,queer/boxxy,1881,1881,100.0,1,Rust (1881),"{""Rust"": 1881}"
oryx,pythops/oryx,8537,8537,100.0,1,Rust (8537),"{""Rust"": 8537}"
jql,yamafaktory/jql,2462,2462,100.0,1,Rust (2462),"{""Rust"": 2462}"
spacer,samwho/spacer,556,556,100.0,1,Rust (556),"{""Rust"": 556}"
rust-ffmpeg,zmwangx/rust-ffmpeg,15106,15106,100.0,1,Rust (15106),"{""Rust"": 15106}"
kanal,fereidani/kanal,3058,3058,100.0,1,Rust (3058),"{""Rust"": 3058}"
puffin,EmbarkStudios/puffin,5052,5052,100.0,1,Rust (5052),"{""Rust"": 5052}"
plz-cli,m1guelpf/plz-cli,162,162,100.0,1,Rust (162),"{""Rust"": 162}"
nutype,greyblake/nutype,10569,10569,100.0,1,Rust (10569),"{""Rust"": 10569}"
barter-rs,barter-rs/barter-rs,29183,29183,100.0,1,Rust (29183),"{""Rust"": 29183}"
aigc,phodal/aigc,20,20,100.0,1,Rust (20),"{""Rust"": 20}"
rouille,bnjbvr/rouille,309,309,100.0,1,Rust (309),"{""Rust"": 309}"
fontdue,mooman219/fontdue,4752,4752,100.0,1,Rust (4752),"{""Rust"": 4752}"
rust-peg,kevinmehall/rust-peg,7372,7372,100.0,1,Rust (7372),"{""Rust"": 7372}"
im-rs,bodil/im-rs,12957,12957,100.0,1,Rust (12957),"{""Rust"": 12957}"
gpg-tui,orhun/gpg-tui,6538,6538,100.0,1,Rust (6538),"{""Rust"": 6538}"
rpds,orium/rpds,10497,10497,100.0,1,Rust (10497),"{""Rust"": 10497}"
pdf,pdf-rs/pdf,11320,11320,100.0,1,Rust (11320),"{""Rust"": 11320}"
ropey,cessen/ropey,12975,12975,100.0,1,Rust (12975),"{""Rust"": 12975}"
rust-smallvec,servo/rust-smallvec,3486,3486,100.0,1,Rust (3486),"{""Rust"": 3486}"
MessAuto,LeeeSe/MessAuto,2366,2366,100.0,1,Rust (2366),"{""Rust"": 2366}"
pprof-rs,tikv/pprof-rs,3018,3018,100.0,1,Rust (3018),"{""Rust"": 3018}"
cargo-geiger,geiger-rs/cargo-geiger,7834,7834,100.0,1,Rust (7834),"{""Rust"": 7834}"
click,databricks/click,12224,12224,100.0,1,Rust (12224),"{""Rust"": 12224}"
ore-cli,regolith-labs/ore-cli,3584,3584,100.0,1,Rust (3584),"{""Rust"": 3584}"
surf,http-rs/surf,1629,1629,100.0,1,Rust (1629),"{""Rust"": 1629}"
polonius,rust-lang/polonius,5020,5020,100.0,1,Rust (5020),"{""Rust"": 5020}"
ts-rs,Aleph-Alpha/ts-rs,7949,7949,100.0,1,Rust (7949),"{""Rust"": 7949}"
sea-query,SeaQL/sea-query,30581,30581,100.0,1,Rust (30581),"{""Rust"": 30581}"
enigo,enigo-rs/enigo,8442,8442,100.0,1,Rust (8442),"{""Rust"": 8442}"
rust-script,fornwall/rust-script,2856,2856,100.0,1,Rust (2856),"{""Rust"": 2856}"
dialoguer,console-rs/dialoguer,3455,3455,100.0,1,Rust (3455),"{""Rust"": 3455}"
cs431,kaist-cp/cs431,5243,5243,100.0,1,Rust (5243),"{""Rust"": 5243}"
rust-derive-builder,colin-kiegel/rust-derive-builder,4844,4844,100.0,1,Rust (4844),"{""Rust"": 4844}"
moonwalk,mufeedvh/moonwalk,458,458,100.0,1,Rust (458),"{""Rust"": 458}"
io-uring,tokio-rs/io-uring,17866,17866,100.0,1,Rust (17866),"{""Rust"": 17866}"
mask,jacobdeichert/mask,1992,1992,100.0,1,Rust (1992),"{""Rust"": 1992}"
quote,dtolnay/quote,2208,2208,100.0,1,Rust (2208),"{""Rust"": 2208}"
bevy-inspector-egui,jakobhellermann/bevy-inspector-egui,8351,8351,100.0,1,Rust (8351),"{""Rust"": 8351}"
cargo-semver-checks,obi1kenobi/cargo-semver-checks,18498,18498,100.0,1,Rust (18498),"{""Rust"": 18498}"
zemeroth,ozkriff/zemeroth,12212,12212,100.0,1,Rust (12212),"{""Rust"": 12212}"
bevy_rapier,dimforge/bevy_rapier,13552,13552,100.0,1,Rust (13552),"{""Rust"": 13552}"
type-exercise-in-rust,skyzh/type-exercise-in-rust,5693,5693,100.0,1,Rust (5693),"{""Rust"": 5693}"
rppal,golemparts/rppal,6282,6282,100.0,1,Rust (6282),"{""Rust"": 6282}"
tickrs,tarkah/tickrs,5760,5760,100.0,1,Rust (5760),"{""Rust"": 5760}"
typetag,dtolnay/typetag,4371,4371,100.0,1,Rust (4371),"{""Rust"": 4371}"
dnspeep,jvns/dnspeep,378,378,100.0,1,Rust (378),"{""Rust"": 378}"
glow,grovesNL/glow,49015,49015,100.0,1,Rust (49015),"{""Rust"": 49015}"
quick-xml,tafia/quick-xml,34165,34165,100.0,1,Rust (34165),"{""Rust"": 34165}"
rust_libloading,nagisa/rust_libloading,1430,1430,100.0,1,Rust (1430),"{""Rust"": 1430}"
ttyper,max-niederman/ttyper,1336,1336,100.0,1,Rust (1336),"{""Rust"": 1336}"
systeroid,orhun/systeroid,3901,3901,100.0,1,Rust (3901),"{""Rust"": 3901}"
russh,Eugeny/russh,18390,18390,100.0,1,Rust (18390),"{""Rust"": 18390}"
rustle,pintariching/rustle,3,3,100.0,1,Rust (3),"{""Rust"": 3}"
yas,wormtql/yas,8331,8331,100.0,1,Rust (8331),"{""Rust"": 8331}"
paperback,cyphar/paperback,4117,4117,100.0,1,Rust (4117),"{""Rust"": 4117}"
tempfile,Stebalien/tempfile,2267,2267,100.0,1,Rust (2267),"{""Rust"": 2267}"
combine,Marwes/combine,14350,14350,100.0,1,Rust (14350),"{""Rust"": 14350}"
cargo-outdated,kbknapp/cargo-outdated,1732,1732,100.0,1,Rust (1732),"{""Rust"": 1732}"
bitvec,ferrilab/bitvec,20274,20274,100.0,1,Rust (20274),"{""Rust"": 20274}"
tokio-uring,tokio-rs/tokio-uring,5938,5938,100.0,1,Rust (5938),"{""Rust"": 5938}"
sshs,quantumsheep/sshs,1337,1337,100.0,1,Rust (1337),"{""Rust"": 1337}"
netscanner,Chleba/netscanner,5518,5518,100.0,1,Rust (5518),"{""Rust"": 5518}"
ferium,gorilla-devs/ferium,4799,4799,100.0,1,Rust (4799),"{""Rust"": 4799}"
msgpack-rust,3Hren/msgpack-rust,13450,13450,100.0,1,Rust (13450),"{""Rust"": 13450}"
apkeep,EFForg/apkeep,1684,1684,100.0,1,Rust (1684),"{""Rust"": 1684}"
markdown-rs,wooorm/markdown-rs,61337,61337,100.0,1,Rust (61337),"{""Rust"": 61337}"
notify-rust,hoodie/notify-rust,3441,3441,100.0,1,Rust (3441),"{""Rust"": 3441}"
tdf,itsjunetime/tdf,2483,2483,100.0,1,Rust (2483),"{""Rust"": 2483}"
nat,willdoescode/nat,642,642,100.0,1,Rust (642),"{""Rust"": 642}"
http,hyperium/http,9534,9534,100.0,1,Rust (9534),"{""Rust"": 9534}"
deku,sharksforarms/deku,15107,15107,100.0,1,Rust (15107),"{""Rust"": 15107}"
nats.rs,nats-io/nats.rs,32453,32453,100.0,1,Rust (32453),"{""Rust"": 32453}"
big-brain,zkat/big-brain,3371,3371,100.0,1,Rust (3371),"{""Rust"": 3371}"
cargo-bundle,burtonageo/cargo-bundle,3553,3553,100.0,1,Rust (3553),"{""Rust"": 3553}"
octocrab,XAMPPRocky/octocrab,26127,26127,100.0,1,Rust (26127),"{""Rust"": 26127}"
binocle,sharkdp/binocle,1412,1412,100.0,1,Rust (1412),"{""Rust"": 1412}"
auto-commit,m1guelpf/auto-commit,240,240,100.0,1,Rust (240),"{""Rust"": 240}"
pdfrip,mufeedvh/pdfrip,707,707,100.0,1,Rust (707),"{""Rust"": 707}"
tower-lsp,ebkalderon/tower-lsp,3777,3777,100.0,1,Rust (3777),"{""Rust"": 3777}"
time,time-rs/time,34307,34307,100.0,1,Rust (34307),"{""Rust"": 34307}"
codespan,brendanzab/codespan,4383,4383,100.0,1,Rust (4383),"{""Rust"": 4383}"
inline-python,m-ou-se/inline-python,609,609,100.0,1,Rust (609),"{""Rust"": 609}"
divan,nvzqz/divan,9415,9415,100.0,1,Rust (9415),"{""Rust"": 9415}"
graphql-client,graphql-rust/graphql-client,6835,6835,100.0,1,Rust (6835),"{""Rust"": 6835}"
cherrybomb,blst-security/cherrybomb,6652,6652,100.0,1,Rust (6652),"{""Rust"": 6652}"
nucleo,helix-editor/nucleo,6488,6488,100.0,1,Rust (6488),"{""Rust"": 6488}"
cgmath,rustgd/cgmath,8547,8547,100.0,1,Rust (8547),"{""Rust"": 8547}"
comfy-table,Nukesor/comfy-table,4640,4640,100.0,1,Rust (4640),"{""Rust"": 4640}"
osintui,wssheldon/osintui,3310,3310,100.0,1,Rust (3310),"{""Rust"": 3310}"
postcard,jamesmunns/postcard,12825,12825,100.0,1,Rust (12825),"{""Rust"": 12825}"
message-io,lemunozm/message-io,4837,4837,100.0,1,Rust (4837),"{""Rust"": 4837}"
cmd-wrapped,YiNNx/cmd-wrapped,947,947,100.0,1,Rust (947),"{""Rust"": 947}"
inventory,dtolnay/inventory,312,312,100.0,1,Rust (312),"{""Rust"": 312}"
darling,TedDriggs/darling,10687,10687,100.0,1,Rust (10687),"{""Rust"": 10687}"
num,rust-num/num,38,38,100.0,1,Rust (38),"{""Rust"": 38}"
dotter,SuperCuber/dotter,3725,3725,100.0,1,Rust (3725),"{""Rust"": 3725}"
core-foundation-rs,servo/core-foundation-rs,19727,19727,100.0,1,Rust (19727),"{""Rust"": 19727}"
raqote,jrmuizel/raqote,3878,3878,100.0,1,Rust (3878),"{""Rust"": 3878}"
rust-decimal,paupino/rust-decimal,12591,12591,100.0,1,Rust (12591),"{""Rust"": 12591}"
no-panic,dtolnay/no-panic,678,678,100.0,1,Rust (678),"{""Rust"": 678}"
lapin,amqp-rs/lapin,10501,10501,100.0,1,Rust (10501),"{""Rust"": 10501}"
cargo-modules,regexident/cargo-modules,6966,6966,100.0,1,Rust (6966),"{""Rust"": 6966}"
hecs,Ralith/hecs,8906,8906,100.0,1,Rust (8906),"{""Rust"": 8906}"
fake-rs,cksac/fake-rs,16332,16332,100.0,1,Rust (16332),"{""Rust"": 16332}"
uom,iliekturtles/uom,16141,16141,100.0,1,Rust (16141),"{""Rust"": 16141}"
rust_cmd_lib,rust-shell-script/rust_cmd_lib,3224,3224,100.0,1,Rust (3224),"{""Rust"": 3224}"
aho-corasick,BurntSushi/aho-corasick,12432,12432,100.0,1,Rust (12432),"{""Rust"": 12432}"
uuid,uuid-rs/uuid,5171,5171,100.0,1,Rust (5171),"{""Rust"": 5171}"
xargo,japaric/xargo,2275,2275,100.0,1,Rust (2275),"{""Rust"": 2275}"
foyer,foyer-rs/foyer,17515,17515,100.0,1,Rust (17515),"{""Rust"": 17515}"
pg_jsonschema,supabase/pg_jsonschema,187,187,100.0,1,Rust (187),"{""Rust"": 187}"
fuse-rs,zargony/fuse-rs,2936,2936,100.0,1,Rust (2936),"{""Rust"": 2936}"
diskus,sharkdp/diskus,267,267,100.0,1,Rust (267),"{""Rust"": 267}"
encrypted-dns-server,DNSCrypt/encrypted-dns-server,3058,3058,100.0,1,Rust (3058),"{""Rust"": 3058}"
tiny,osa1/tiny,13261,13261,100.0,1,Rust (13261),"{""Rust"": 13261}"
dropshot,oxidecomputer/dropshot,28080,28080,100.0,1,Rust (28080),"{""Rust"": 28080}"
bellman,zkcrypto/bellman,7619,7619,100.0,1,Rust (7619),"{""Rust"": 7619}"
oauth2-rs,ramosbugs/oauth2-rs,7311,7311,100.0,1,Rust (7311),"{""Rust"": 7311}"
log4rs,estk/log4rs,6526,6526,100.0,1,Rust (6526),"{""Rust"": 6526}"
async-raft,async-raft/async-raft,4636,4636,100.0,1,Rust (4636),"{""Rust"": 4636}"
arc-swap,vorner/arc-swap,2959,2959,100.0,1,Rust (2959),"{""Rust"": 2959}"
dune,adam-mcdaniel/dune,7025,7025,100.0,1,Rust (7025),"{""Rust"": 7025}"
rust-typed-builder,idanarye/rust-typed-builder,3016,3016,100.0,1,Rust (3016),"{""Rust"": 3016}"
cargo-machete,bnjbvr/cargo-machete,1115,1115,100.0,1,Rust (1115),"{""Rust"": 1115}"
riker,riker-rs/riker,5443,5443,100.0,1,Rust (5443),"{""Rust"": 5443}"
vgtk,bodil/vgtk,3648,3648,100.0,1,Rust (3648),"{""Rust"": 3648}"
paste,dtolnay/paste,1399,1399,100.0,1,Rust (1399),"{""Rust"": 1399}"
byteorder,BurntSushi/byteorder,2905,2905,100.0,1,Rust (2905),"{""Rust"": 2905}"
systemctl-tui,rgwood/systemctl-tui,1962,1962,100.0,1,Rust (1962),"{""Rust"": 1962}"
langchain-rust,Abraxas-365/langchain-rust,13691,13691,100.0,1,Rust (13691),"{""Rust"": 13691}"
vst-rs,RustAudio/vst-rs,3879,3879,100.0,1,Rust (3879),"{""Rust"": 3879}"
bitflags,bitflags/bitflags,4823,4823,100.0,1,Rust (4823),"{""Rust"": 4823}"
matchbox,johanhelsing/matchbox,5504,5504,100.0,1,Rust (5504),"{""Rust"": 5504}"
rust-gc,Manishearth/rust-gc,1888,1888,100.0,1,Rust (1888),"{""Rust"": 1888}"
multi-party-ecdsa,ZenGo-X/multi-party-ecdsa,9763,9763,100.0,1,Rust (9763),"{""Rust"": 9763}"
rxRust,rxRust/rxRust,10865,10865,100.0,1,Rust (10865),"{""Rust"": 10865}"
flate2-rs,rust-lang/flate2-rs,4535,4535,100.0,1,Rust (4535),"{""Rust"": 4535}"
design-patterns-rust,fadeevab/design-patterns-rust,2562,2562,100.0,1,Rust (2562),"{""Rust"": 2562}"
termimad,Canop/termimad,7922,7922,100.0,1,Rust (7922),"{""Rust"": 7922}"
density,g1mv/density,1235,1235,100.0,1,Rust (1235),"{""Rust"": 1235}"
lemmeknow,swanandx/lemmeknow,737,737,100.0,1,Rust (737),"{""Rust"": 737}"
turmoil,tokio-rs/turmoil,6154,6154,100.0,1,Rust (6154),"{""Rust"": 6154}"
oxker,mrjackwills/oxker,12048,12048,100.0,1,Rust (12048),"{""Rust"": 12048}"
toml-rs,toml-rs/toml-rs,9722,9722,100.0,1,Rust (9722),"{""Rust"": 9722}"
solana-mev-bot,i3visio/solana-mev-bot,3838,3838,100.0,1,Rust (3838),"{""Rust"": 3838}"
lurk,JakWai01/lurk,3164,3164,100.0,1,Rust (3164),"{""Rust"": 3164}"
MIRAI,facebookexperimental/MIRAI,39458,39458,100.0,1,Rust (39458),"{""Rust"": 39458}"
dasp,RustAudio/dasp,6576,6576,100.0,1,Rust (6576),"{""Rust"": 6576}"
casbin-rs,casbin/casbin-rs,9658,9658,100.0,1,Rust (9658),"{""Rust"": 9658}"
serde-yaml,dtolnay/serde-yaml,10445,10445,100.0,1,Rust (10445),"{""Rust"": 10445}"
noise-rs,Razaekel/noise-rs,8450,8450,100.0,1,Rust (8450),"{""Rust"": 8450}"
tower,tower-rs/tower,9409,9409,100.0,1,Rust (9409),"{""Rust"": 9409}"
orbtk,redox-os/orbtk,23104,23104,100.0,1,Rust (23104),"{""Rust"": 23104}"
rust-postgres,sfackler/rust-postgres,19397,19397,100.0,1,Rust (19397),"{""Rust"": 19397}"
crossterm,crossterm-rs/crossterm,8737,8737,100.0,1,Rust (8737),"{""Rust"": 8737}"
ron,ron-rs/ron,23493,23493,100.0,1,Rust (23493),"{""Rust"": 23493}"
floem,lapce/floem,47918,47918,100.0,1,Rust (47918),"{""Rust"": 47918}"
chrono,chronotope/chrono,20183,20183,100.0,1,Rust (20183),"{""Rust"": 20183}"
dashmap,xacrimon/dashmap,3202,3202,100.0,1,Rust (3202),"{""Rust"": 3202}"
Findomain,Findomain/Findomain,2896,2896,100.0,1,Rust (2896),"{""Rust"": 2896}"
rkyv,rkyv/rkyv,25736,25736,100.0,1,Rust (25736),"{""Rust"": 25736}"
timely-dataflow,TimelyDataflow/timely-dataflow,11626,11626,100.0,1,Rust (11626),"{""Rust"": 11626}"
petgraph,petgraph/petgraph,28470,28470,100.0,1,Rust (28470),"{""Rust"": 28470}"
too-many-lists,rust-unofficial/too-many-lists,834,834,100.0,1,Rust (834),"{""Rust"": 834}"
rls,rust-lang/rls,27521,27521,100.0,1,Rust (27521),"{""Rust"": 27521}"
oxipng,oxipng/oxipng,8821,8821,100.0,1,Rust (8821),"{""Rust"": 8821}"
kube,kube-rs/kube,23925,23925,100.0,1,Rust (23925),"{""Rust"": 23925}"
racer,racer-rust/racer,16225,16225,100.0,1,Rust (16225),"{""Rust"": 16225}"
silicon,Aloxaf/silicon,1895,1895,100.0,1,Rust (1895),"{""Rust"": 1895}"
utoipa,juhaku/utoipa,35374,35374,100.0,1,Rust (35374),"{""Rust"": 35374}"
raft-rs,tikv/raft-rs,16878,16878,100.0,1,Rust (16878),"{""Rust"": 16878}"
gobang,TaKO8Ki/gobang,8024,8024,100.0,1,Rust (8024),"{""Rust"": 8024}"
parking_lot,Amanieu/parking_lot,10098,10098,100.0,1,Rust (10098),"{""Rust"": 10098}"
i3status-rust,greshake/i3status-rust,17812,17812,100.0,1,Rust (17812),"{""Rust"": 17812}"
csvlens,YS-L/csvlens,6780,6780,100.0,1,Rust (6780),"{""Rust"": 6780}"
itertools,rust-itertools/itertools,15392,15392,100.0,1,Rust (15392),"{""Rust"": 15392}"
ATAC,Julien-cpsn/ATAC,11541,11541,100.0,1,Rust (11541),"{""Rust"": 11541}"
cargo-expand,dtolnay/cargo-expand,1316,1316,100.0,1,Rust (1316),"{""Rust"": 1316}"
bastion,bastion-rs/bastion,12451,12451,100.0,1,Rust (12451),"{""Rust"": 12451}"
viu,atanunq/viu,369,369,100.0,1,Rust (369),"{""Rust"": 369}"
differential-dataflow,TimelyDataflow/differential-dataflow,29183,29183,100.0,1,Rust (29183),"{""Rust"": 29183}"
hashbrown,rust-lang/hashbrown,11744,11744,100.0,1,Rust (11744),"{""Rust"": 11744}"
flume,zesterer/flume,6026,6026,100.0,1,Rust (6026),"{""Rust"": 6026}"
inkwell,TheDan64/inkwell,22362,22362,100.0,1,Rust (22362),"{""Rust"": 22362}"
hora,hora-search/hora,4232,4232,100.0,1,Rust (4232),"{""Rust"": 4232}"
cargo-bloat,RazrFalcon/cargo-bloat,1386,1386,100.0,1,Rust (1386),"{""Rust"": 1386}"
arpchat,kognise/arpchat,976,976,100.0,1,Rust (976),"{""Rust"": 976}"
rustic,rustic-rs/rustic,9102,9102,100.0,1,Rust (9102),"{""Rust"": 9102}"
erdtree,solidiquis/erdtree,4875,4875,100.0,1,Rust (4875),"{""Rust"": 4875}"
shadow-tls,ihciah/shadow-tls,3142,3142,100.0,1,Rust (3142),"{""Rust"": 3142}"
loom,tokio-rs/loom,7038,7038,100.0,1,Rust (7038),"{""Rust"": 7038}"
fleet,suptejas/fleet,1731,1731,100.0,1,Rust (1731),"{""Rust"": 1731}"
log,rust-lang/log,3816,3816,100.0,1,Rust (3816),"{""Rust"": 3816}"
ntex,ntex-rs/ntex,60540,60540,100.0,1,Rust (60540),"{""Rust"": 60540}"
embedded-hal,rust-embedded/embedded-hal,3096,3096,100.0,1,Rust (3096),"{""Rust"": 3096}"
inquire,mikaelmello/inquire,10674,10674,100.0,1,Rust (10674),"{""Rust"": 10674}"
avian,Jondolf/avian,31487,31487,100.0,1,Rust (31487),"{""Rust"": 31487}"
validator,Keats/validator,6211,6211,100.0,1,Rust (6211),"{""Rust"": 6211}"
miette,zkat/miette,13866,13866,100.0,1,Rust (13866),"{""Rust"": 13866}"
percy,chinedufn/percy,11409,11409,100.0,1,Rust (11409),"{""Rust"": 11409}"
cargo-chef,LukeMathWalker/cargo-chef,2583,2583,100.0,1,Rust (2583),"{""Rust"": 2583}"
vega,rajasekarv/vega,11334,11334,100.0,1,Rust (11334),"{""Rust"": 11334}"
river,memorysafety/river,2638,2638,100.0,1,Rust (2638),"{""Rust"": 2638}"
tabled,zhiburt/tabled,63763,63763,100.0,1,Rust (63763),"{""Rust"": 63763}"
vnt,vnt-dev/vnt,17538,17538,100.0,1,Rust (17538),"{""Rust"": 17538}"
tabiew,shshemi/tabiew,8504,8504,100.0,1,Rust (8504),"{""Rust"": 8504}"
tokio-tungstenite,snapview/tokio-tungstenite,1506,1506,100.0,1,Rust (1506),"{""Rust"": 1506}"
scraper,rust-scraper/scraper,1783,1783,100.0,1,Rust (1783),"{""Rust"": 1783}"
may,Xudong-Huang/may,15497,15497,100.0,1,Rust (15497),"{""Rust"": 15497}"
BetterNCM-Installer,std-microblock/BetterNCM-Installer,6779,6779,100.0,1,Rust (6779),"{""Rust"": 6779}"
tungstenite-rs,snapview/tungstenite-rs,4906,4906,100.0,1,Rust (4906),"{""Rust"": 4906}"
ytop,cjbassi/ytop,2175,2175,100.0,1,Rust (2175),"{""Rust"": 2175}"
strum,Peternator7/strum,4969,4969,100.0,1,Rust (4969),"{""Rust"": 4969}"
indexmap,indexmap-rs/indexmap,10712,10712,100.0,1,Rust (10712),"{""Rust"": 10712}"
Krakatau,Storyyeller/Krakatau,6820,6820,100.0,1,Rust (6820),"{""Rust"": 6820}"
hashes,RustCrypto/hashes,17374,17374,100.0,1,Rust (17374),"{""Rust"": 17374}"
bytes,tokio-rs/bytes,6993,6993,100.0,1,Rust (6993),"{""Rust"": 6993}"
moka,moka-rs/moka,23485,23485,100.0,1,Rust (23485),"{""Rust"": 23485}"
glutin,rust-windowing/glutin,8637,8637,100.0,1,Rust (8637),"{""Rust"": 8637}"
linkerd2-proxy,linkerd/linkerd2-proxy,73988,73988,100.0,1,Rust (73988),"{""Rust"": 73988}"
async-trait,dtolnay/async-trait,2446,2446,100.0,1,Rust (2446),"{""Rust"": 2446}"
rodio,RustAudio/rodio,10952,10952,100.0,1,Rust (10952),"{""Rust"": 10952}"
cargo-deny,EmbarkStudios/cargo-deny,14457,14457,100.0,1,Rust (14457),"{""Rust"": 14457}"
ariadne,zesterer/ariadne,2800,2800,100.0,1,Rust (2800),"{""Rust"": 2800}"
cacao,ryanmcgrath/cacao,14953,14953,100.0,1,Rust (14953),"{""Rust"": 14953}"
lazy-static.rs,rust-lang-nursery/lazy-static.rs,336,336,100.0,1,Rust (336),"{""Rust"": 336}"
once_cell,matklad/once_cell,2382,2382,100.0,1,Rust (2382),"{""Rust"": 2382}"
left-right,jonhoo/left-right,1029,1029,100.0,1,Rust (1029),"{""Rust"": 1029}"
calamine,tafia/calamine,11290,11290,100.0,1,Rust (11290),"{""Rust"": 11290}"
awesome-rust,rust-unofficial/awesome-rust,270,270,100.0,1,Rust (270),"{""Rust"": 270}"
meilisearch,meilisearch/meilisearch,172490,172490,100.0,1,Rust (172490),"{""Rust"": 172490}"
tokio,tokio-rs/tokio,87243,87243,100.0,1,Rust (87243),"{""Rust"": 87243}"
pingora,cloudflare/pingora,41278,41278,100.0,1,Rust (41278),"{""Rust"": 41278}"
Rust,TheAlgorithms/Rust,31528,31528,100.0,1,Rust (31528),"{""Rust"": 31528}"
Bend,HigherOrderCO/Bend,14274,14274,100.0,1,Rust (14274),"{""Rust"": 14274}"
spotify-tui,Rigellute/spotify-tui,10824,10824,100.0,1,Rust (10824),"{""Rust"": 10824}"
universal-android-debloater,0x192/universal-android-debloater,3827,3827,100.0,1,Rust (3827),"{""Rust"": 3827}"
rayon,rayon-rs/rayon,28032,28032,100.0,1,Rust (28032),"{""Rust"": 28032}"
edit,microsoft/edit,17414,17414,100.0,1,Rust (17414),"{""Rust"": 17414}"
gping,orf/gping,1470,1470,100.0,1,Rust (1470),"{""Rust"": 1470}"
rathole,rathole-org/rathole,3679,3679,100.0,1,Rust (3679),"{""Rust"": 3679}"
bandwhich,imsnif/bandwhich,4479,4479,100.0,1,Rust (4479),"{""Rust"": 4479}"
tui-rs,fdehau/tui-rs,17402,17402,100.0,1,Rust (17402),"{""Rust"": 17402}"
spotifyd,Spotifyd/spotifyd,2700,2700,100.0,1,Rust (2700),"{""Rust"": 2700}"
warp,seanmonstar/warp,9308,9308,100.0,1,Rust (9308),"{""Rust"": 9308}"
serde,serde-rs/serde,31581,31581,100.0,1,Rust (31581),"{""Rust"": 31581}"
nom,rust-bakery/nom,17650,17650,100.0,1,Rust (17650),"{""Rust"": 17650}"
hexyl,sharkdp/hexyl,2669,2669,100.0,1,Rust (2669),"{""Rust"": 2669}"
min-sized-rust,johnthagen/min-sized-rust,79,79,100.0,1,Rust (79),"{""Rust"": 79}"
psst,jpochyla/psst,21562,21562,100.0,1,Rust (21562),"{""Rust"": 21562}"
actix,actix/actix,8973,8973,100.0,1,Rust (8973),"{""Rust"": 8973}"
100-exercises-to-learn-rust,mainmatter/100-exercises-to-learn-rust,4652,4652,100.0,1,Rust (4652),"{""Rust"": 4652}"
websocat,vi/websocat,10060,10060,100.0,1,Rust (10060),"{""Rust"": 10060}"
youki,youki-dev/youki,34354,34354,100.0,1,Rust (34354),"{""Rust"": 34354}"
iroh,n0-computer/iroh,29830,29830,100.0,1,Rust (29830),"{""Rust"": 29830}"
anyhow,dtolnay/anyhow,4302,4302,100.0,1,Rust (4302),"{""Rust"": 4302}"
pastel,sharkdp/pastel,5895,5895,100.0,1,Rust (5895),"{""Rust"": 5895}"
futures-rs,rust-lang/futures-rs,29870,29870,100.0,1,Rust (29870),"{""Rust"": 29870}"
jnv,ynqa/jnv,1893,1893,100.0,1,Rust (1893),"{""Rust"": 1893}"
flamegraph,flamegraph-rs/flamegraph,427,427,100.0,1,Rust (427),"{""Rust"": 427}"
image,image-rs/image,28058,28058,100.0,1,Rust (28058),"{""Rust"": 28058}"
tealdeer,tealdeer-rs/tealdeer,2935,2935,100.0,1,Rust (2935),"{""Rust"": 2935}"
json,serde-rs/json,16434,16434,100.0,1,Rust (16434),"{""Rust"": 16434}"
WASI,WebAssembly/WASI,5357,5357,100.0,1,Rust (5357),"{""Rust"": 5357}"
tide,http-rs/tide,5022,5022,100.0,1,Rust (5022),"{""Rust"": 5022}"
jless,PaulJuliusMartinez/jless,8597,8597,100.0,1,Rust (8597),"{""Rust"": 8597}"
thiserror,dtolnay/thiserror,4192,4192,100.0,1,Rust (4192),"{""Rust"": 4192}"
indicatif,console-rs/indicatif,6801,6801,100.0,1,Rust (6801),"{""Rust"": 6801}"
leo,ProvableHQ/leo,35982,35982,100.0,1,Rust (35982),"{""Rust"": 35982}"
rhai,rhaiscript/rhai,53178,53178,100.0,1,Rust (53178),"{""Rust"": 53178}"
rapier,dimforge/rapier,37562,37562,100.0,1,Rust (37562),"{""Rust"": 37562}"
webrtc,webrtc-rs/webrtc,115931,115931,100.0,1,Rust (115931),"{""Rust"": 115931}"
monoio,bytedance/monoio,21934,21934,100.0,1,Rust (21934),"{""Rust"": 21934}"
proc-macro-workshop,dtolnay/proc-macro-workshop,789,789,100.0,1,Rust (789),"{""Rust"": 789}"
quinn,quinn-rs/quinn,30960,30960,100.0,1,Rust (30960),"{""Rust"": 30960}"
smol,smol-rs/smol,1085,1085,100.0,1,Rust (1085),"{""Rust"": 1085}"
mini-redis,tokio-rs/mini-redis,2049,2049,100.0,1,Rust (2049),"{""Rust"": 2049}"
plotters,plotters-rs/plotters,18280,18280,100.0,1,Rust (18280),"{""Rust"": 18280}"
async-std,async-rs/async-std,15497,15497,100.0,1,Rust (15497),"{""Rust"": 15497}"
svgbob,ivanceras/svgbob,9358,9358,100.0,1,Rust (9358),"{""Rust"": 9358}"
ndarray,rust-ndarray/ndarray,30234,30234,100.0,1,Rust (30234),"{""Rust"": 30234}"
